response_definition,slice_type,slice_name,control_family,q_level,target_probability,lambda_threshold_discount,support_integrity_status,tiles,rows,high_flow_events,bootstrap_draws_requested,bootstrap_draws_valid,lambda_bootstrap_p05,lambda_bootstrap_p50,lambda_bootstrap_p95,lambda_positive_share,ci_status
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.8,0.05,-0.0020661157024793,support_ok,9,4347,870,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.8,0.1,-0.0020661157024793,support_ok,9,4347,870,100,100,-0.0092014462809917,-0.0020661157024793,0.0041611570247933,0.28,ci_built
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.8,0.15,-0.0020661157024793,support_ok,9,4347,870,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.85,0.05,-0.0020661157024793,support_ok,9,4347,655,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.85,0.1,-0.0020661157024793,support_ok,9,4347,655,100,100,-0.0083388429752066,-0.0027066115702479,0.0041611570247933,0.31,ci_built
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.85,0.15,0.0227272727272727,support_ok,9,4347,655,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.9,0.05,-0.0020661157024793,support_ok,9,4347,441,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.9,0.1,0.0447314049586777,support_ok,9,4347,441,100,99,-0.006198347107438,0.0749586776859504,0.5468595041322307,0.7474747474747475,ci_built
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.9,0.15,0.7334710743801653,support_ok,9,4347,441,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.925,0.05,-0.0020661157024793,support_ok,9,4347,333,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.925,0.1,0.6363636363636364,support_ok,9,4347,333,100,86,0.1043388429752066,0.6792148760330581,0.9438223140495868,0.9883720930232558,ci_built
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.925,0.15,0.9359504132231404,support_ok,9,4347,333,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.95,0.05,0.054504132231405,support_ok,9,4347,225,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.95,0.1,0.9152892561983472,support_ok,9,4347,225,100,65,0.164793388429752,0.6167355371900826,0.9508264462809916,1.0,ci_built
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.95,0.15,,invalid_lambda,9,4347,225,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.975,0.05,0.8677685950413223,support_ok,9,4347,117,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.975,0.1,,invalid_lambda,9,4347,117,100,44,,,,,ci_support_limited
q90_daily_mean_dis24,region,europe_west_asia,residual_state_matched,0.975,0.15,,invalid_lambda,9,4347,117,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.8,0.05,-0.006198347107438,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.8,0.1,-0.006198347107438,support_ok,56,27048,5432,100,100,-0.0103305785123966,-0.006198347107438,-0.0020661157024793,0.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.8,0.15,0.1239669421487603,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.85,0.05,-0.006198347107438,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.85,0.1,0.03099173553719,support_ok,56,27048,4088,100,100,-0.0103305785123966,0.0330578512396694,0.1014462809917355,0.72,ci_built
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.85,0.15,0.4814049586776859,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.9,0.05,-0.006198347107438,support_ok,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.9,0.1,0.4607438016528926,support_ok,56,27048,2744,100,99,0.3820247933884297,0.4577685950413223,0.7468243801652892,1.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.9,0.15,,invalid_lambda,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.925,0.05,-0.006198347107438,support_ok,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.925,0.1,0.9338842975206612,support_ok,56,27048,2072,100,72,0.6521694214876034,0.9334814049586776,0.9706642561983476,1.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.925,0.15,,invalid_lambda,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.95,0.05,0.4710743801652892,support_ok,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.95,0.1,,invalid_lambda,56,27048,1400,100,11,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.95,0.15,,invalid_lambda,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.975,0.05,0.9710743801652892,support_ok,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.975,0.1,,invalid_lambda,56,27048,728,100,0,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,raw_state,0.975,0.15,,invalid_lambda,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.8,0.05,-0.006198347107438,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.8,0.1,-0.006198347107438,support_ok,56,27048,5432,100,100,-0.0111012396694214,-0.006198347107438,-0.002694214876033,0.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.8,0.15,-0.006198347107438,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.85,0.05,-0.006198347107438,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.85,0.1,-0.006198347107438,support_ok,56,27048,4088,100,100,-0.012396694214876,-0.006198347107438,-0.0028873966942148,0.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.85,0.15,-0.006198347107438,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.9,0.05,-0.006198347107438,support_ok,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.9,0.1,-0.006198347107438,support_ok,56,27048,2744,100,100,-0.0103305785123966,0.0077272727272727,0.2111570247933884,0.51,ci_built
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.9,0.15,0.9338842975206612,support_ok,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.925,0.05,-0.006198347107438,support_ok,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.925,0.1,0.5764462809917354,support_ok,56,27048,2072,100,91,0.3285123966942148,0.5454545454545454,0.94176652892562,1.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.925,0.15,,invalid_lambda,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.95,0.05,0.03099173553719,support_ok,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.95,0.1,,invalid_lambda,56,27048,1400,100,18,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.95,0.15,,invalid_lambda,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.975,0.05,0.9710743801652892,support_ok,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.975,0.1,,invalid_lambda,56,27048,728,100,1,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,rain_persistence_matched,0.975,0.15,,invalid_lambda,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.8,0.05,0.0,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.8,0.1,0.0,support_ok,56,27048,5432,100,100,-0.0020661157024793,0.0,0.0041322314049586,0.47,ci_built
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.8,0.15,0.0,support_ok,56,27048,5432,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.85,0.05,0.0,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.85,0.1,0.0,support_ok,56,27048,4088,100,100,-0.0020981404958677,0.0,0.0041322314049586,0.44,ci_built
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.85,0.15,0.0516528925619834,support_ok,56,27048,4088,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.9,0.05,0.0,support_ok,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.9,0.1,0.121900826446281,support_ok,56,27048,2744,100,100,0.0420568181818181,0.128099173553719,0.2624999999999999,1.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.9,0.15,0.6776859504132231,support_ok,56,27048,2744,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.925,0.05,0.0,support_ok,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.925,0.1,0.4710743801652892,support_ok,56,27048,2072,100,100,0.3568181818181818,0.4661157024793396,0.6142561983471074,1.0,ci_built
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.925,0.15,,invalid_lambda,56,27048,2072,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.95,0.05,0.1425619834710743,support_ok,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.95,0.1,,invalid_lambda,56,27048,1400,100,26,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.95,0.15,,invalid_lambda,56,27048,1400,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.975,0.05,,invalid_lambda,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.975,0.1,,invalid_lambda,56,27048,728,100,0,,,,,ci_support_limited
q90_daily_mean_dis24,region,high_latitude_north,residual_state_matched,0.975,0.15,,invalid_lambda,56,27048,728,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.8,0.05,-0.012396694214876,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.8,0.1,-0.012396694214876,support_ok,30,14490,2907,100,100,-0.0165289256198347,-0.0104132231404958,-0.0082644628099173,0.0,ci_built
q90_daily_mean_dis24,region,north_america,raw_state,0.8,0.15,0.1198347107438016,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.85,0.05,-0.012396694214876,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.85,0.1,0.0330578512396694,support_ok,30,14490,2188,100,100,-0.0144628099173553,0.0537190082644628,0.411245867768595,0.6,ci_built
q90_daily_mean_dis24,region,north_america,raw_state,0.85,0.15,0.7148760330578513,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.9,0.05,-0.012396694214876,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.9,0.1,0.7769421487603323,support_ok,30,14490,1469,100,99,0.6293388429752066,0.7665289256198347,0.863555785123967,1.0,ci_built
q90_daily_mean_dis24,region,north_america,raw_state,0.9,0.15,0.9132231404958678,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.925,0.05,0.2541322314049587,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.925,0.1,0.8925619834710744,support_ok,30,14490,1109,100,99,0.8136363636363636,0.8840909090909083,0.9464731404958678,1.0,ci_built
q90_daily_mean_dis24,region,north_america,raw_state,0.925,0.15,0.9462809917355371,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.95,0.05,0.7769421487603323,support_ok,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.95,0.1,0.9462809917355371,support_ok,30,14490,749,100,77,0.9020661157024794,0.9400826446280992,0.9611570247933884,1.0,ci_built
q90_daily_mean_dis24,region,north_america,raw_state,0.95,0.15,,invalid_lambda,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.975,0.05,0.9462809917355371,support_ok,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,raw_state,0.975,0.1,,invalid_lambda,30,14490,390,100,16,,,,,ci_support_limited
q90_daily_mean_dis24,region,north_america,raw_state,0.975,0.15,,invalid_lambda,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.8,0.05,-0.012396694214876,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.8,0.1,-0.012396694214876,support_ok,30,14490,2907,100,100,-0.018595041322314,-0.012396694214876,-0.0062376033057851,0.0,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.8,0.15,-0.012396694214876,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.85,0.05,-0.012396694214876,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.85,0.1,-0.012396694214876,support_ok,30,14490,2188,100,100,-0.0165289256198347,-0.012396694214876,-0.006198347107438,0.0,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.85,0.15,-0.012396694214876,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.9,0.05,-0.012396694214876,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.9,0.1,-0.012396694214876,support_ok,30,14490,1469,100,100,-0.01675,-0.010340909090909,-0.0081652892561983,0.01,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.9,0.15,0.5206611570247934,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.925,0.05,-0.012396694214876,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.925,0.1,0.4504132231404958,support_ok,30,14490,1109,100,100,0.1113006198347107,0.4514462809917355,0.6900826446280991,0.97,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.925,0.15,0.859504132231405,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.95,0.05,-0.012396694214876,support_ok,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.95,0.1,0.7995867768595042,support_ok,30,14490,749,100,99,0.6754132231404959,0.8099173553719008,0.9270785123966956,1.0,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.95,0.15,0.6756198347107438,support_ok,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.975,0.05,0.7871900826446281,support_ok,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.975,0.1,0.3822314049586777,support_ok,30,14490,390,100,75,0.1839359504132231,0.3491735537190082,0.5010330578512396,1.0,ci_built
q90_daily_mean_dis24,region,north_america,rain_persistence_matched,0.975,0.15,,invalid_lambda,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.8,0.05,-0.0082644628099173,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.8,0.1,-0.0082644628099173,support_ok,30,14490,2907,100,100,-0.012396694214876,-0.0082644628099173,-0.0041322314049586,0.0,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.8,0.15,-0.0082644628099173,support_ok,30,14490,2907,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.85,0.05,-0.0082644628099173,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.85,0.1,-0.0082644628099173,support_ok,30,14490,2188,100,100,-0.012396694214876,-0.0084504132231404,-0.006198347107438,0.0,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.85,0.15,0.128099173553719,support_ok,30,14490,2188,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.9,0.05,-0.0082644628099173,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.9,0.1,0.1673553719008264,support_ok,30,14490,1469,100,100,0.0098140495867768,0.1621900826446281,0.4486570247933884,0.95,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.9,0.15,0.6590909090909091,support_ok,30,14490,1469,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.925,0.05,-0.0082644628099173,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.925,0.1,0.5888429752066116,support_ok,30,14490,1109,100,100,0.4165640495867774,0.5475206611570248,0.7273760330578513,1.0,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.925,0.15,0.8615702479338843,support_ok,30,14490,1109,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.95,0.05,0.2169421487603305,support_ok,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.95,0.1,0.8512396694214877,support_ok,30,14490,749,100,98,0.7087262396694215,0.8533057851239669,0.9406745867768594,1.0,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.95,0.15,0.6363636363636365,support_ok,30,14490,749,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.975,0.05,0.7706611570247934,support_ok,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.975,0.1,0.390495867768595,support_ok,30,14490,390,100,66,0.1573915289256198,0.3851652892561985,0.54698347107438,1.0,ci_built
q90_daily_mean_dis24,region,north_america,residual_state_matched,0.975,0.15,,invalid_lambda,30,14490,390,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.8,0.05,-0.0020661157024793,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.8,0.1,-0.0020661157024793,support_ok,6,2898,577,100,100,-0.0243429752066115,-0.0036880165289256,0.0070082644628099,0.26,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.8,0.15,-0.0020661157024793,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.85,0.05,-0.0020661157024793,support_ok,6,2898,435,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.85,0.1,-0.0020661157024793,support_ok,6,2898,435,100,100,-0.0165289256198347,-0.0020661157024793,0.0062190082644628,0.19,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.85,0.15,0.1354338842975208,support_ok,6,2898,435,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.9,0.05,-0.0020661157024793,support_ok,6,2898,291,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.9,0.1,0.1549586776859504,support_ok,6,2898,291,100,100,0.0602262396694214,0.1709710743801653,0.2366942148760331,1.0,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.9,0.15,0.5568595041322318,support_ok,6,2898,291,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.925,0.05,-0.0020661157024793,support_ok,6,2898,219,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.925,0.1,0.4648760330578512,support_ok,6,2898,219,100,100,0.2371342975206611,0.4555371900826446,0.5747747933884298,1.0,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.925,0.15,0.5960330578512397,support_ok,6,2898,219,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.95,0.05,0.0764462809917355,support_ok,6,2898,149,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.95,0.1,0.4149586776859505,support_ok,6,2898,149,100,99,0.1529917355371902,0.493801652892562,0.7606095041322315,0.9797979797979798,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.95,0.15,0.3657851239669422,support_ok,6,2898,149,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.975,0.05,0.3182231404958677,support_ok,6,2898,77,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,raw_state,0.975,0.1,0.2395041322314048,support_ok,6,2898,77,100,59,0.0933657024793391,0.2078925619834707,0.2661570247933883,1.0,ci_built
q90_daily_mean_dis24,region,south_america,raw_state,0.975,0.15,,invalid_lambda,6,2898,77,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.8,0.05,-0.0020661157024793,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.8,0.1,-0.0020661157024793,support_ok,6,2898,577,100,100,-0.0228099173553719,-0.0020661157024793,0.0066115702479338,0.3,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.8,0.15,-0.0020661157024793,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.85,0.05,-0.0020661157024793,support_ok,6,2898,435,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.85,0.1,-0.0020661157024793,support_ok,6,2898,435,100,100,-0.018595041322314,-0.0032128099173553,0.0058657024793388,0.27,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.85,0.15,-0.0020661157024793,support_ok,6,2898,435,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.9,0.05,-0.0020661157024793,support_ok,6,2898,291,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.9,0.1,-0.0020661157024793,support_ok,6,2898,291,100,100,-0.0187272727272727,-0.0028719008264462,0.0066260330578512,0.22,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.9,0.15,-0.0020661157024793,support_ok,6,2898,291,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.925,0.05,-0.0020661157024793,support_ok,6,2898,219,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.925,0.1,-0.0020661157024793,support_ok,6,2898,219,100,100,-0.1570661157024793,-0.0036880165289256,0.006198347107438,0.29,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.925,0.15,-0.2148760330578512,support_ok,6,2898,219,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.95,0.05,-0.0020661157024793,support_ok,6,2898,149,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.95,0.1,-0.2849380165289256,support_ok,6,2898,149,100,99,-0.5371487603305785,-0.2004132231404958,-0.0219421487603305,0.0101010101010101,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.95,0.15,-0.2325206611570246,support_ok,6,2898,149,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.975,0.05,-0.3078099173553719,support_ok,6,2898,77,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.975,0.1,-0.2907644628099173,support_ok,6,2898,77,100,100,-0.5051074380165289,-0.3134297520661158,-0.1041611570247935,0.03,ci_built
q90_daily_mean_dis24,region,south_america,rain_persistence_matched,0.975,0.15,-0.1673553719008264,support_ok,6,2898,77,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,residual_state_matched,0.8,0.05,0.0041322314049586,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,residual_state_matched,0.8,0.1,0.0041322314049586,support_ok,6,2898,577,100,100,-0.0082644628099173,0.0020661157024793,0.006198347107438,0.54,ci_built
q90_daily_mean_dis24,region,south_america,residual_state_matched,0.8,0.15,0.0041322314049586,support_ok,6,2898,577,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,residual_state_matched,0.85,0.05,0.0041322314049586,support_ok,6,2898,435,100,0,,,,,ci_not_run_by_scope
q90_daily_mean_dis24,region,south_america,residual_state_matched,0.85,0.1,0.0041322314049586,support_ok,6,2898,435,100,100,-0.1148202479338842,0.0020661157024793,0.006198347107438,0.54,ci_built
