null_family,draw,statistic,value
within_source_target_permutation,217,xi_star_r2,0.0228072966227566
within_source_target_permutation,218,lag_family_full_r2,0.484025625549531
source_block_target_permutation,218,lag_family_full_r2,0.3646789365946935
lag_covariance_surrogate_features,218,lag_family_full_r2,0.40441625712269524
within_source_target_permutation,218,xi_star_r2,0.040984848704512244
within_source_target_permutation,219,lag_family_full_r2,0.5203555785336803
source_block_target_permutation,219,lag_family_full_r2,0.4257807630210868
lag_covariance_surrogate_features,219,lag_family_full_r2,0.030110513787880322
within_source_target_permutation,219,xi_star_r2,0.0007458636975059552
within_source_target_permutation,220,lag_family_full_r2,0.5679268276666523
source_block_target_permutation,220,lag_family_full_r2,0.5030677345432598
lag_covariance_surrogate_features,220,lag_family_full_r2,0.09432056520134458
within_source_target_permutation,220,xi_star_r2,0.05470872311347175
within_source_target_permutation,221,lag_family_full_r2,0.5267885972685836
source_block_target_permutation,221,lag_family_full_r2,0.2841299226168562
lag_covariance_surrogate_features,221,lag_family_full_r2,0.20299317637538017
within_source_target_permutation,221,xi_star_r2,0.04101135626477492
within_source_target_permutation,222,lag_family_full_r2,0.49636029101332824
source_block_target_permutation,222,lag_family_full_r2,0.43626947657586745
lag_covariance_surrogate_features,222,lag_family_full_r2,0.15432273480655567
within_source_target_permutation,222,xi_star_r2,0.001100403076698453
within_source_target_permutation,223,lag_family_full_r2,0.3873016739880514
source_block_target_permutation,223,lag_family_full_r2,0.17549804467525865
lag_covariance_surrogate_features,223,lag_family_full_r2,0.11173139401700816
within_source_target_permutation,223,xi_star_r2,0.0066878362008535586
within_source_target_permutation,224,lag_family_full_r2,0.5509488624981205
source_block_target_permutation,224,lag_family_full_r2,0.36335095152579655
lag_covariance_surrogate_features,224,lag_family_full_r2,0.3119054928744166
within_source_target_permutation,224,xi_star_r2,0.11147247768734414
within_source_target_permutation,225,lag_family_full_r2,0.3922225086749128
source_block_target_permutation,225,lag_family_full_r2,0.3309283164583148
lag_covariance_surrogate_features,225,lag_family_full_r2,0.11766983472260761
within_source_target_permutation,225,xi_star_r2,0.012179130860593745
within_source_target_permutation,226,lag_family_full_r2,0.46562550109693
source_block_target_permutation,226,lag_family_full_r2,0.5364702326596105
lag_covariance_surrogate_features,226,lag_family_full_r2,0.16852576481576986
within_source_target_permutation,226,xi_star_r2,0.11770374748613921
within_source_target_permutation,227,lag_family_full_r2,0.7265749367335093
source_block_target_permutation,227,lag_family_full_r2,0.19077738135832056
lag_covariance_surrogate_features,227,lag_family_full_r2,0.2678248721029547
within_source_target_permutation,227,xi_star_r2,0.2741053677004963
within_source_target_permutation,228,lag_family_full_r2,0.38479892484570033
source_block_target_permutation,228,lag_family_full_r2,0.14692102338048207
lag_covariance_surrogate_features,228,lag_family_full_r2,0.16672350662817903
within_source_target_permutation,228,xi_star_r2,0.03194872451203279
within_source_target_permutation,229,lag_family_full_r2,0.5413086857554426
source_block_target_permutation,229,lag_family_full_r2,0.4792781137690556
lag_covariance_surrogate_features,229,lag_family_full_r2,0.15459309172098468
within_source_target_permutation,229,xi_star_r2,0.02261632070747177
within_source_target_permutation,230,lag_family_full_r2,0.5447026069006707
source_block_target_permutation,230,lag_family_full_r2,0.27437160989902587
lag_covariance_surrogate_features,230,lag_family_full_r2,0.2507400094643327
within_source_target_permutation,230,xi_star_r2,0.0708861398962819
within_source_target_permutation,231,lag_family_full_r2,0.41951335379008303
source_block_target_permutation,231,lag_family_full_r2,0.24163683876760278
lag_covariance_surrogate_features,231,lag_family_full_r2,0.10063648402079006
within_source_target_permutation,231,xi_star_r2,0.03847517880803719
within_source_target_permutation,232,lag_family_full_r2,0.5827176127746974
source_block_target_permutation,232,lag_family_full_r2,0.17978548154582152
lag_covariance_surrogate_features,232,lag_family_full_r2,0.10544307410250431
within_source_target_permutation,232,xi_star_r2,0.005043102923148912
within_source_target_permutation,233,lag_family_full_r2,0.5054562468793
source_block_target_permutation,233,lag_family_full_r2,0.148712733524754
lag_covariance_surrogate_features,233,lag_family_full_r2,0.35102441910948656
within_source_target_permutation,233,xi_star_r2,0.03366670778253689
within_source_target_permutation,234,lag_family_full_r2,0.5201403000494145
source_block_target_permutation,234,lag_family_full_r2,0.5417609806272994
lag_covariance_surrogate_features,234,lag_family_full_r2,0.1945305354889869
within_source_target_permutation,234,xi_star_r2,0.07890787819738787
within_source_target_permutation,235,lag_family_full_r2,0.5738276022619808
source_block_target_permutation,235,lag_family_full_r2,0.5040208932079817
lag_covariance_surrogate_features,235,lag_family_full_r2,0.1294038134064548
within_source_target_permutation,235,xi_star_r2,0.11298626536359901
within_source_target_permutation,236,lag_family_full_r2,0.5306069526466598
source_block_target_permutation,236,lag_family_full_r2,0.19389786777358975
lag_covariance_surrogate_features,236,lag_family_full_r2,0.12868809238030732
within_source_target_permutation,236,xi_star_r2,0.028383557646052382
within_source_target_permutation,237,lag_family_full_r2,0.4341435522280144
source_block_target_permutation,237,lag_family_full_r2,0.2836010268953415
lag_covariance_surrogate_features,237,lag_family_full_r2,0.15893636012249734
within_source_target_permutation,237,xi_star_r2,0.09723051672591121
within_source_target_permutation,238,lag_family_full_r2,0.5263876638109792
source_block_target_permutation,238,lag_family_full_r2,0.4118808469903966
lag_covariance_surrogate_features,238,lag_family_full_r2,0.14837876625081714
within_source_target_permutation,238,xi_star_r2,0.048445013979166784
within_source_target_permutation,239,lag_family_full_r2,0.4831587778158105
source_block_target_permutation,239,lag_family_full_r2,0.3384873055882103
lag_covariance_surrogate_features,239,lag_family_full_r2,0.14515387287219617
within_source_target_permutation,239,xi_star_r2,0.03138571963719472
within_source_target_permutation,240,lag_family_full_r2,0.4461264681494135
source_block_target_permutation,240,lag_family_full_r2,0.6438547485794651
lag_covariance_surrogate_features,240,lag_family_full_r2,0.16174614212704208
within_source_target_permutation,240,xi_star_r2,0.08336850295215759
within_source_target_permutation,241,lag_family_full_r2,0.5772258850239174
source_block_target_permutation,241,lag_family_full_r2,0.32784715180450463
lag_covariance_surrogate_features,241,lag_family_full_r2,0.32267438849774255
within_source_target_permutation,241,xi_star_r2,0.0031710997623837223
within_source_target_permutation,242,lag_family_full_r2,0.4152450281564779
source_block_target_permutation,242,lag_family_full_r2,0.3896603233118642
lag_covariance_surrogate_features,242,lag_family_full_r2,0.13649381228616186
within_source_target_permutation,242,xi_star_r2,0.03357384428940435
within_source_target_permutation,243,lag_family_full_r2,0.4786638972873255
source_block_target_permutation,243,lag_family_full_r2,0.2840148361749697
lag_covariance_surrogate_features,243,lag_family_full_r2,0.046619442695396085
within_source_target_permutation,243,xi_star_r2,0.012562631245687683
within_source_target_permutation,244,lag_family_full_r2,0.47876105569434924
source_block_target_permutation,244,lag_family_full_r2,0.5371838679830636
lag_covariance_surrogate_features,244,lag_family_full_r2,0.1814778829141832
within_source_target_permutation,244,xi_star_r2,0.005124403965493851
within_source_target_permutation,245,lag_family_full_r2,0.4933685802772122
source_block_target_permutation,245,lag_family_full_r2,0.25067721569075463
lag_covariance_surrogate_features,245,lag_family_full_r2,0.090700956286765
within_source_target_permutation,245,xi_star_r2,0.030788150695791994
within_source_target_permutation,246,lag_family_full_r2,0.5685080427700528
source_block_target_permutation,246,lag_family_full_r2,0.202067703823142
lag_covariance_surrogate_features,246,lag_family_full_r2,0.09144026279922557
within_source_target_permutation,246,xi_star_r2,0.006532789144287898
within_source_target_permutation,247,lag_family_full_r2,0.4913485453551404
source_block_target_permutation,247,lag_family_full_r2,0.386495836377836
lag_covariance_surrogate_features,247,lag_family_full_r2,0.21458323972004179
within_source_target_permutation,247,xi_star_r2,0.06651524657743535
within_source_target_permutation,248,lag_family_full_r2,0.5706074077665726
source_block_target_permutation,248,lag_family_full_r2,0.7707354045187138
lag_covariance_surrogate_features,248,lag_family_full_r2,0.2329011769937599
within_source_target_permutation,248,xi_star_r2,0.07138953067371312
within_source_target_permutation,249,lag_family_full_r2,0.40277571682233326
source_block_target_permutation,249,lag_family_full_r2,0.648711626202767
lag_covariance_surrogate_features,249,lag_family_full_r2,0.06994608696695692
within_source_target_permutation,249,xi_star_r2,0.002945259784125853
within_source_target_permutation,250,lag_family_full_r2,0.49406940550435396
source_block_target_permutation,250,lag_family_full_r2,0.2071096544876364
lag_covariance_surrogate_features,250,lag_family_full_r2,0.13249017638552574
within_source_target_permutation,250,xi_star_r2,7.576901314132467e-05
within_source_target_permutation,251,lag_family_full_r2,0.7264225877138335
source_block_target_permutation,251,lag_family_full_r2,0.26808148935287535
lag_covariance_surrogate_features,251,lag_family_full_r2,0.118473029979558
within_source_target_permutation,251,xi_star_r2,0.10598941879452739
within_source_target_permutation,252,lag_family_full_r2,0.49899401729967696
source_block_target_permutation,252,lag_family_full_r2,0.7391863143550975
lag_covariance_surrogate_features,252,lag_family_full_r2,0.054523816683927806
within_source_target_permutation,252,xi_star_r2,0.0004901377825637931
within_source_target_permutation,253,lag_family_full_r2,0.4628640444656451
source_block_target_permutation,253,lag_family_full_r2,0.5518763000760806
lag_covariance_surrogate_features,253,lag_family_full_r2,0.08136592788769492
within_source_target_permutation,253,xi_star_r2,0.0007559528723335429
within_source_target_permutation,254,lag_family_full_r2,0.442371277109209
source_block_target_permutation,254,lag_family_full_r2,0.5238246190365801
lag_covariance_surrogate_features,254,lag_family_full_r2,0.10123196520118838
within_source_target_permutation,254,xi_star_r2,0.011825414809890078
within_source_target_permutation,255,lag_family_full_r2,0.5283323606647152
source_block_target_permutation,255,lag_family_full_r2,0.3187396885830547
lag_covariance_surrogate_features,255,lag_family_full_r2,0.16335974923264618
within_source_target_permutation,255,xi_star_r2,0.022312369865422843
within_source_target_permutation,256,lag_family_full_r2,0.49715266416886894
source_block_target_permutation,256,lag_family_full_r2,0.39022897915068877
lag_covariance_surrogate_features,256,lag_family_full_r2,0.31476466564311234
within_source_target_permutation,256,xi_star_r2,0.07796865505436912
within_source_target_permutation,257,lag_family_full_r2,0.6510756557109537
source_block_target_permutation,257,lag_family_full_r2,0.4196423209566488
lag_covariance_surrogate_features,257,lag_family_full_r2,0.14912928917601642
within_source_target_permutation,257,xi_star_r2,0.13117726799613538
within_source_target_permutation,258,lag_family_full_r2,0.6919133643040147
source_block_target_permutation,258,lag_family_full_r2,0.30738595621762543
lag_covariance_surrogate_features,258,lag_family_full_r2,0.1815137638217279
within_source_target_permutation,258,xi_star_r2,0.11700233851508857
within_source_target_permutation,259,lag_family_full_r2,0.5598754248105785
source_block_target_permutation,259,lag_family_full_r2,0.22199099332334327
lag_covariance_surrogate_features,259,lag_family_full_r2,0.18726627701727705
within_source_target_permutation,259,xi_star_r2,0.01126111402823593
within_source_target_permutation,260,lag_family_full_r2,0.559485313707859
source_block_target_permutation,260,lag_family_full_r2,0.45533369966583503
lag_covariance_surrogate_features,260,lag_family_full_r2,0.2098977344084917
within_source_target_permutation,260,xi_star_r2,0.06174842472583231
within_source_target_permutation,261,lag_family_full_r2,0.42057480914807643
source_block_target_permutation,261,lag_family_full_r2,0.5333011608430074
lag_covariance_surrogate_features,261,lag_family_full_r2,0.3070531973067915
within_source_target_permutation,261,xi_star_r2,0.013982044027627039
within_source_target_permutation,262,lag_family_full_r2,0.39225551306057527
source_block_target_permutation,262,lag_family_full_r2,0.3478845401271834
lag_covariance_surrogate_features,262,lag_family_full_r2,0.16810666602700286
within_source_target_permutation,262,xi_star_r2,0.03369214736218451
within_source_target_permutation,263,lag_family_full_r2,0.42505858827079146
source_block_target_permutation,263,lag_family_full_r2,0.270697048544442
lag_covariance_surrogate_features,263,lag_family_full_r2,0.1546100633755889
within_source_target_permutation,263,xi_star_r2,0.02681574398180686
within_source_target_permutation,264,lag_family_full_r2,0.613642351944702
source_block_target_permutation,264,lag_family_full_r2,0.40999210966714117
lag_covariance_surrogate_features,264,lag_family_full_r2,0.2662772222622706
within_source_target_permutation,264,xi_star_r2,0.08762235234701232
within_source_target_permutation,265,lag_family_full_r2,0.4037509141776662
source_block_target_permutation,265,lag_family_full_r2,0.401220238838084
lag_covariance_surrogate_features,265,lag_family_full_r2,0.08460703254152524
within_source_target_permutation,265,xi_star_r2,0.03408973921358538
within_source_target_permutation,266,lag_family_full_r2,0.522457021304056
source_block_target_permutation,266,lag_family_full_r2,0.4580751434300342
lag_covariance_surrogate_features,266,lag_family_full_r2,0.08423832415621646
within_source_target_permutation,266,xi_star_r2,0.0791681297839879
within_source_target_permutation,267,lag_family_full_r2,0.45487086259002296
source_block_target_permutation,267,lag_family_full_r2,0.2777998918151062
lag_covariance_surrogate_features,267,lag_family_full_r2,0.40142138136294814
within_source_target_permutation,267,xi_star_r2,0.015569641569052939
within_source_target_permutation,268,lag_family_full_r2,0.5544331094892252
source_block_target_permutation,268,lag_family_full_r2,0.21863390789425263
lag_covariance_surrogate_features,268,lag_family_full_r2,0.08238336541456637
within_source_target_permutation,268,xi_star_r2,0.11598692347323092
within_source_target_permutation,269,lag_family_full_r2,0.4868848777018372
source_block_target_permutation,269,lag_family_full_r2,0.2835132161462586
lag_covariance_surrogate_features,269,lag_family_full_r2,0.22567222815687127
within_source_target_permutation,269,xi_star_r2,0.043648872403001304
within_source_target_permutation,270,lag_family_full_r2,0.550530210673464
source_block_target_permutation,270,lag_family_full_r2,0.5535397493442802
lag_covariance_surrogate_features,270,lag_family_full_r2,0.20758617106332666
within_source_target_permutation,270,xi_star_r2,0.08093942628442097
within_source_target_permutation,271,lag_family_full_r2,0.5611258330454036
source_block_target_permutation,271,lag_family_full_r2,0.38785347854990804
lag_covariance_surrogate_features,271,lag_family_full_r2,0.11046980823925134
within_source_target_permutation,271,xi_star_r2,0.02178081595060466
within_source_target_permutation,272,lag_family_full_r2,0.5466630195439934
source_block_target_permutation,272,lag_family_full_r2,0.2505568625144081
lag_covariance_surrogate_features,272,lag_family_full_r2,0.1894266833162428
within_source_target_permutation,272,xi_star_r2,0.002736634618263678
within_source_target_permutation,273,lag_family_full_r2,0.612393796865112
source_block_target_permutation,273,lag_family_full_r2,0.6178729632902362
lag_covariance_surrogate_features,273,lag_family_full_r2,0.08142813447556407
within_source_target_permutation,273,xi_star_r2,0.029487992685607756
within_source_target_permutation,274,lag_family_full_r2,0.5787380563916602
source_block_target_permutation,274,lag_family_full_r2,0.49424624310373566
lag_covariance_surrogate_features,274,lag_family_full_r2,0.2995221601759467
within_source_target_permutation,274,xi_star_r2,0.055408664370878324
within_source_target_permutation,275,lag_family_full_r2,0.5752120750515783
source_block_target_permutation,275,lag_family_full_r2,0.20315737147913115
lag_covariance_surrogate_features,275,lag_family_full_r2,0.12836301334280575
within_source_target_permutation,275,xi_star_r2,0.049138759927978226
within_source_target_permutation,276,lag_family_full_r2,0.457552254935237
source_block_target_permutation,276,lag_family_full_r2,0.47147421926632205
lag_covariance_surrogate_features,276,lag_family_full_r2,0.16280016192911984
within_source_target_permutation,276,xi_star_r2,0.006535565360460183
within_source_target_permutation,277,lag_family_full_r2,0.557213219579819
source_block_target_permutation,277,lag_family_full_r2,0.5143024066539922
lag_covariance_surrogate_features,277,lag_family_full_r2,0.18691260369182183
within_source_target_permutation,277,xi_star_r2,0.010708361538095401
within_source_target_permutation,278,lag_family_full_r2,0.5355412360208369
source_block_target_permutation,278,lag_family_full_r2,0.6675221537236629
lag_covariance_surrogate_features,278,lag_family_full_r2,0.11777292165386366
within_source_target_permutation,278,xi_star_r2,0.19882498962362416
within_source_target_permutation,279,lag_family_full_r2,0.47651136865011545
source_block_target_permutation,279,lag_family_full_r2,0.26861122335207177
lag_covariance_surrogate_features,279,lag_family_full_r2,0.10569944929660102
within_source_target_permutation,279,xi_star_r2,0.012926337329877025
within_source_target_permutation,280,lag_family_full_r2,0.5430761532198621
source_block_target_permutation,280,lag_family_full_r2,0.2969641442591907
lag_covariance_surrogate_features,280,lag_family_full_r2,0.09095780116177388
within_source_target_permutation,280,xi_star_r2,0.061803868038837195
within_source_target_permutation,281,lag_family_full_r2,0.6026799921557371
source_block_target_permutation,281,lag_family_full_r2,0.3994946511208043
lag_covariance_surrogate_features,281,lag_family_full_r2,0.11243634132728475
within_source_target_permutation,281,xi_star_r2,0.025867013961349383
within_source_target_permutation,282,lag_family_full_r2,0.6151054519898207
source_block_target_permutation,282,lag_family_full_r2,0.49142299890288144
lag_covariance_surrogate_features,282,lag_family_full_r2,0.05822574419541704
within_source_target_permutation,282,xi_star_r2,0.13798426013968879
within_source_target_permutation,283,lag_family_full_r2,0.5298575263027621
source_block_target_permutation,283,lag_family_full_r2,0.3055998943181567
lag_covariance_surrogate_features,283,lag_family_full_r2,0.06928645369715003
within_source_target_permutation,283,xi_star_r2,0.05022956114814836
within_source_target_permutation,284,lag_family_full_r2,0.5512585940368829
source_block_target_permutation,284,lag_family_full_r2,0.23943768850441616
lag_covariance_surrogate_features,284,lag_family_full_r2,0.24370361147068553
within_source_target_permutation,284,xi_star_r2,0.002662422061141201
within_source_target_permutation,285,lag_family_full_r2,0.48821047424735475
source_block_target_permutation,285,lag_family_full_r2,0.36496285971994435
lag_covariance_surrogate_features,285,lag_family_full_r2,0.18707402589209865
within_source_target_permutation,285,xi_star_r2,0.049849582881056675
within_source_target_permutation,286,lag_family_full_r2,0.3885628673141067
source_block_target_permutation,286,lag_family_full_r2,0.2680233833243413
lag_covariance_surrogate_features,286,lag_family_full_r2,0.1254925133560295
within_source_target_permutation,286,xi_star_r2,0.030556349820917705
within_source_target_permutation,287,lag_family_full_r2,0.5394957787346835
source_block_target_permutation,287,lag_family_full_r2,0.19668554266471672
lag_covariance_surrogate_features,287,lag_family_full_r2,0.12166549699435536
within_source_target_permutation,287,xi_star_r2,0.06563810909599921
within_source_target_permutation,288,lag_family_full_r2,0.4474763961566145
source_block_target_permutation,288,lag_family_full_r2,0.3779654232751929
lag_covariance_surrogate_features,288,lag_family_full_r2,0.15543591964244163
within_source_target_permutation,288,xi_star_r2,0.08142080301255195
within_source_target_permutation,289,lag_family_full_r2,0.4527114841749792
source_block_target_permutation,289,lag_family_full_r2,0.3324083172183795
lag_covariance_surrogate_features,289,lag_family_full_r2,0.14235885949755767
within_source_target_permutation,289,xi_star_r2,0.00022130120164198797
within_source_target_permutation,290,lag_family_full_r2,0.4241734094438029
source_block_target_permutation,290,lag_family_full_r2,0.29049163739569395
lag_covariance_surrogate_features,290,lag_family_full_r2,0.08240633161080724
within_source_target_permutation,290,xi_star_r2,0.0036640801905098996
within_source_target_permutation,291,lag_family_full_r2,0.42426877457526013
source_block_target_permutation,291,lag_family_full_r2,0.29085032044672676
lag_covariance_surrogate_features,291,lag_family_full_r2,0.23267322605772722
within_source_target_permutation,291,xi_star_r2,0.030952836269087403
within_source_target_permutation,292,lag_family_full_r2,0.5042813423035996
source_block_target_permutation,292,lag_family_full_r2,0.44795719516420063
lag_covariance_surrogate_features,292,lag_family_full_r2,0.1014785023203898
within_source_target_permutation,292,xi_star_r2,0.025891176749801792
within_source_target_permutation,293,lag_family_full_r2,0.5124903349215648
source_block_target_permutation,293,lag_family_full_r2,0.41643523127576265
lag_covariance_surrogate_features,293,lag_family_full_r2,0.110867130342163
within_source_target_permutation,293,xi_star_r2,0.05928723065495112
within_source_target_permutation,294,lag_family_full_r2,0.5513322624177914
source_block_target_permutation,294,lag_family_full_r2,0.5785411445535233
lag_covariance_surrogate_features,294,lag_family_full_r2,0.1597278484661151
within_source_target_permutation,294,xi_star_r2,0.007111615627186874
within_source_target_permutation,295,lag_family_full_r2,0.5425908318069466
source_block_target_permutation,295,lag_family_full_r2,0.1853946293738904
lag_covariance_surrogate_features,295,lag_family_full_r2,0.14062218742478572
within_source_target_permutation,295,xi_star_r2,0.02803673174649446
within_source_target_permutation,296,lag_family_full_r2,0.4601611971908953
source_block_target_permutation,296,lag_family_full_r2,0.4419445700162026
lag_covariance_surrogate_features,296,lag_family_full_r2,0.0989884473489333
within_source_target_permutation,296,xi_star_r2,0.0884821540671511
within_source_target_permutation,297,lag_family_full_r2,0.4380005997089724
source_block_target_permutation,297,lag_family_full_r2,0.2270864575850694
lag_covariance_surrogate_features,297,lag_family_full_r2,0.18226393297369092
within_source_target_permutation,297,xi_star_r2,0.041988892761324226
within_source_target_permutation,298,lag_family_full_r2,0.5296628594687935
source_block_target_permutation,298,lag_family_full_r2,0.5338547277732648
lag_covariance_surrogate_features,298,lag_family_full_r2,0.1705465749580296
within_source_target_permutation,298,xi_star_r2,0.032975121264328444
within_source_target_permutation,299,lag_family_full_r2,0.46580448730282276
source_block_target_permutation,299,lag_family_full_r2,0.2799198987869126
lag_covariance_surrogate_features,299,lag_family_full_r2,0.18457047212876665
within_source_target_permutation,299,xi_star_r2,0.00010448389510742118
within_source_target_permutation,300,lag_family_full_r2,0.6605655060010511
source_block_target_permutation,300,lag_family_full_r2,0.12005075353557049
lag_covariance_surrogate_features,300,lag_family_full_r2,0.18549665001531945
within_source_target_permutation,300,xi_star_r2,0.15048295472229678
within_source_target_permutation,301,lag_family_full_r2,0.6464257353568057
source_block_target_permutation,301,lag_family_full_r2,0.2937664221481401
lag_covariance_surrogate_features,301,lag_family_full_r2,0.042111534034692366
within_source_target_permutation,301,xi_star_r2,0.016313851908503207
within_source_target_permutation,302,lag_family_full_r2,0.5303698469766267
source_block_target_permutation,302,lag_family_full_r2,0.4167887352487588
lag_covariance_surrogate_features,302,lag_family_full_r2,0.05522255237801532
within_source_target_permutation,302,xi_star_r2,0.04125099870410287
within_source_target_permutation,303,lag_family_full_r2,0.6142217368253531
source_block_target_permutation,303,lag_family_full_r2,0.40964719137065797
lag_covariance_surrogate_features,303,lag_family_full_r2,0.08900961702938548
within_source_target_permutation,303,xi_star_r2,0.03576279382664649
within_source_target_permutation,304,lag_family_full_r2,0.6293747379494782
source_block_target_permutation,304,lag_family_full_r2,0.28877975045173077
lag_covariance_surrogate_features,304,lag_family_full_r2,0.09890916738401967
within_source_target_permutation,304,xi_star_r2,0.023121290839848818
within_source_target_permutation,305,lag_family_full_r2,0.45992261967068815
source_block_target_permutation,305,lag_family_full_r2,0.6121006097443111
lag_covariance_surrogate_features,305,lag_family_full_r2,0.1002861956886234
within_source_target_permutation,305,xi_star_r2,0.02319312106499216
within_source_target_permutation,306,lag_family_full_r2,0.4407972133226574
source_block_target_permutation,306,lag_family_full_r2,0.32552174413471724
lag_covariance_surrogate_features,306,lag_family_full_r2,0.23631832526240182
within_source_target_permutation,306,xi_star_r2,0.05889538813926598
within_source_target_permutation,307,lag_family_full_r2,0.5269936326312856
source_block_target_permutation,307,lag_family_full_r2,0.37883540275911165
lag_covariance_surrogate_features,307,lag_family_full_r2,0.12691544710526514
within_source_target_permutation,307,xi_star_r2,0.0006347458133095785
within_source_target_permutation,308,lag_family_full_r2,0.5276740850947046
source_block_target_permutation,308,lag_family_full_r2,0.2846947333808627
lag_covariance_surrogate_features,308,lag_family_full_r2,0.1937438066142283
within_source_target_permutation,308,xi_star_r2,0.02239558878766501
within_source_target_permutation,309,lag_family_full_r2,0.5768306219933499
source_block_target_permutation,309,lag_family_full_r2,0.626696744935388
lag_covariance_surrogate_features,309,lag_family_full_r2,0.4405182859560124
within_source_target_permutation,309,xi_star_r2,0.008237285184755971
within_source_target_permutation,310,lag_family_full_r2,0.5919888597565524
source_block_target_permutation,310,lag_family_full_r2,0.10775165348729254
lag_covariance_surrogate_features,310,lag_family_full_r2,0.26683518013111907
within_source_target_permutation,310,xi_star_r2,0.03692340376419345
within_source_target_permutation,311,lag_family_full_r2,0.4054945820623157
source_block_target_permutation,311,lag_family_full_r2,0.37409667915749123
lag_covariance_surrogate_features,311,lag_family_full_r2,0.08835724868390493
within_source_target_permutation,311,xi_star_r2,0.07158494202656385
within_source_target_permutation,312,lag_family_full_r2,0.4228495659268804
source_block_target_permutation,312,lag_family_full_r2,0.25129796434571183
lag_covariance_surrogate_features,312,lag_family_full_r2,0.20520544160931475
within_source_target_permutation,312,xi_star_r2,0.014437696892385277
within_source_target_permutation,313,lag_family_full_r2,0.5107586814018954
source_block_target_permutation,313,lag_family_full_r2,0.3939420472606109
lag_covariance_surrogate_features,313,lag_family_full_r2,0.14200735615279458
within_source_target_permutation,313,xi_star_r2,0.0030996016779062385
within_source_target_permutation,314,lag_family_full_r2,0.5002161037786919
source_block_target_permutation,314,lag_family_full_r2,0.5941295831418177
lag_covariance_surrogate_features,314,lag_family_full_r2,0.1334422958559005
within_source_target_permutation,314,xi_star_r2,0.002883587865646131
within_source_target_permutation,315,lag_family_full_r2,0.3941856557913971
source_block_target_permutation,315,lag_family_full_r2,0.27245622427139293
lag_covariance_surrogate_features,315,lag_family_full_r2,0.1895219507900543
within_source_target_permutation,315,xi_star_r2,0.07282793153090095
within_source_target_permutation,316,lag_family_full_r2,0.4585807030952559
source_block_target_permutation,316,lag_family_full_r2,0.3060446476897629
lag_covariance_surrogate_features,316,lag_family_full_r2,0.06262794674984973
within_source_target_permutation,316,xi_star_r2,0.0007602190034009526
within_source_target_permutation,317,lag_family_full_r2,0.3865631772400966
source_block_target_permutation,317,lag_family_full_r2,0.5843623307007644
lag_covariance_surrogate_features,317,lag_family_full_r2,0.18393946119180793
within_source_target_permutation,317,xi_star_r2,0.03570577327783098
within_source_target_permutation,318,lag_family_full_r2,0.41927837639825705
source_block_target_permutation,318,lag_family_full_r2,0.2602961450277512
lag_covariance_surrogate_features,318,lag_family_full_r2,0.28803699030931207
within_source_target_permutation,318,xi_star_r2,0.05055021778950908
within_source_target_permutation,319,lag_family_full_r2,0.6738477904335392
source_block_target_permutation,319,lag_family_full_r2,0.5502272214041224
lag_covariance_surrogate_features,319,lag_family_full_r2,0.10347882756885318
within_source_target_permutation,319,xi_star_r2,0.010124987930550056
within_source_target_permutation,320,lag_family_full_r2,0.5047829359018605
source_block_target_permutation,320,lag_family_full_r2,0.5358406735961785
lag_covariance_surrogate_features,320,lag_family_full_r2,0.2023590159112525
within_source_target_permutation,320,xi_star_r2,0.014786797449213851
within_source_target_permutation,321,lag_family_full_r2,0.5462448901307929
source_block_target_permutation,321,lag_family_full_r2,0.516301151213405
lag_covariance_surrogate_features,321,lag_family_full_r2,0.24796188257317753
within_source_target_permutation,321,xi_star_r2,0.04247772165293351
within_source_target_permutation,322,lag_family_full_r2,0.42670725869962034
source_block_target_permutation,322,lag_family_full_r2,0.7863171640402831
lag_covariance_surrogate_features,322,lag_family_full_r2,0.14913335615438683
within_source_target_permutation,322,xi_star_r2,0.050068470161304446
within_source_target_permutation,323,lag_family_full_r2,0.4692918968742402
source_block_target_permutation,323,lag_family_full_r2,0.3881245813052039
lag_covariance_surrogate_features,323,lag_family_full_r2,0.1401846511812973
within_source_target_permutation,323,xi_star_r2,1.7097369076068958e-06
within_source_target_permutation,324,lag_family_full_r2,0.40311211965747273
source_block_target_permutation,324,lag_family_full_r2,0.3456247374921886
lag_covariance_surrogate_features,324,lag_family_full_r2,0.220777866193136
within_source_target_permutation,324,xi_star_r2,0.08125093086366486
within_source_target_permutation,325,lag_family_full_r2,0.5638059075995205
source_block_target_permutation,325,lag_family_full_r2,0.5309378677510503
lag_covariance_surrogate_features,325,lag_family_full_r2,0.07714106876361981
within_source_target_permutation,325,xi_star_r2,0.09379152787445044
within_source_target_permutation,326,lag_family_full_r2,0.4881445342927867
source_block_target_permutation,326,lag_family_full_r2,0.5130658432541375
lag_covariance_surrogate_features,326,lag_family_full_r2,0.141829650083094
within_source_target_permutation,326,xi_star_r2,0.06834791684460029
within_source_target_permutation,327,lag_family_full_r2,0.547144646191576
source_block_target_permutation,327,lag_family_full_r2,0.7128575448979784
lag_covariance_surrogate_features,327,lag_family_full_r2,0.08005312175551715
within_source_target_permutation,327,xi_star_r2,0.006924075007699981
within_source_target_permutation,328,lag_family_full_r2,0.375866176817905
source_block_target_permutation,328,lag_family_full_r2,0.4714806415091847
lag_covariance_surrogate_features,328,lag_family_full_r2,0.16185755887750997
