station_id,tile_id,country,river,station,latitude,longitude,catchment_area_km2,point_geometry_available,polygon_geometry_available,geometry_readiness
3276150,LAT-050.0_-040.0_LON-0080.0_-0070.0,AR,RIO GUALJAINA,GUALJAINA,-42.7,-70.53,2800.0,True,False,station_point_only
3276200,LAT-050.0_-040.0_LON-0070.0_-0060.0,AR,RIO CHUBUT,LOS ALTARES,-43.85,-68.5,16400.0,True,False,station_point_only
3289050,LAT-050.0_-040.0_LON-0080.0_-0070.0,AR,RIO CORCOVADO,LA ELENA,-43.7,-71.3,1500.0,True,False,station_point_only
3458010,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,CAMPANERO,PASO ROLDÁN,-34.2675,-55.4542,1078.0,True,False,station_point_only
3458015,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO YI,PUENTE NUEVO DURAZNO (RHT),-33.37328,-56.51194,8872.0,True,False,station_point_only
3458020,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,ARROYO YAGUARI,PICADA DE COELHO,-32.03367,-55.36637,2490.8,True,False,station_point_only
3458025,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,ARROYO TRES CRUCES,PASO BALTASAR,-31.72834,-55.77118,916.4,True,False,station_point_only
3458030,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO TACUAREMBO,PASO DEL BORRACHO,-31.87573,-55.47099,6599.3,True,False,station_point_only
3458035,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO SANTA LUCIA,FRAY MARCOS,-34.2161,-55.7411,2759.0,True,False,station_point_only
3458040,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO SANTA LUCIA,SANTA LUCIA (RUTA 11),-34.4497,-56.4011,8374.0,True,False,station_point_only
3469010,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO DAYMAN,DAYMAN (PUENTE RUTA 3),-31.4589,-57.9031,3200.0,True,False,station_point_only
3471010,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO TACUARI,PASO DRAGÓN,-32.7636,-53.7189,3536.7,True,False,station_point_only
3471400,LAT-040.0_-030.0_LON-0060.0_-0050.0,UY,RIO OLIMAR GRANDE,TREINTA Y TRES,-33.2419,-54.4019,4677.6,True,False,station_point_only
3512015,LAT+000.0_+010.0_LON-0060.0_-0050.0,GF,MARONI RIVER,MARIPASOULA,3.647586494,-54.02446604,28285.0,True,False,station_point_only
3512400,LAT+000.0_+010.0_LON-0060.0_-0050.0,GF,MARONI RIVER,APATOU [LANGA TABIKI],4.986101,-54.43691,60930.0,True,False,station_point_only
3513020,LAT+000.0_+010.0_LON-0060.0_-0050.0,GF,RIVIERE COMTE,ROURA [SAUT BIEF],4.535551791,-52.51067766,1760.0,True,False,station_point_only
3514800,LAT+000.0_+010.0_LON-0060.0_-0050.0,GF,OYAPOK FLEUVE,SAINT-GEORGES [SAUT MARIPA],3.801668,-51.88476,25120.0,True,False,station_point_only
3613060,LAT+000.0_+010.0_LON-0060.0_-0050.0,BR,RIO AMAPARI,SIERRA DO NAVIO,0.90056,-52.01,10570.0,True,False,station_point_only
3617120,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO OURO PRETO,BOCA DO POMPEU-JUSANTE,-10.9175,-65.0433,4410.0,True,False,station_point_only
3617800,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO GUAPORE,PONTES E LACERDA,-15.2,-59.33,5050.0,True,False,station_point_only
3617805,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO GUAPORE,PEDRAS NEGRAS,-12.8514,-62.8992,110000.0,True,False,station_point_only
3617812,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO GUAPORE,PIMENTEIRAS,-13.4858,-61.05,54200.0,True,False,station_point_only
3617813,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO GUAPORE,MATO GROSSO,-15.0092,-59.9581,22500.0,True,False,station_point_only
3618090,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO NEGRO,CUCUI,1.2153,-66.8525,61781.0,True,False,station_point_only
3618110,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO ISANA,MISSAO ICANA,1.0744,-67.5947,22282.0,True,False,station_point_only
3618120,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO TIQUIE,CUNURI,0.2094,-69.3781,4198.0,True,False,station_point_only
3618121,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO TIQUIE,PARI CACHOEIRA,0.2494,-69.785,1617.0,True,False,station_point_only
3618130,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO CURICURIARI,JUSTANTE DA CACHOEIRA DO CAJU,-0.2461,-67.0092,10228.0,True,False,station_point_only
3618150,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO DEMINI,POSTO AJURICABA,0.8842,-62.6219,14756.0,True,False,station_point_only
3618200,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO JAUAPERI,FAZENDA SAO JOSE,0.5178,-60.4661,8639.0,True,False,station_point_only
3618500,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO BRANCO,CARACARAI,1.8214,-61.1236,124980.0,True,False,station_point_only
3618510,LAT+000.0_+010.0_LON-0060.0_-0050.0,BR,TAKUTU RIVER,BONFIM,3.3783,-59.8156,9744.0,True,False,station_point_only
3618600,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO ALALAU,BASE ALALAU,-0.8586,-60.52,6589.0,True,False,station_point_only
3618711,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO COTINGO,MALOCA DO CONTAO,4.1675,-60.5281,5815.0,True,False,station_point_only
3618715,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO SURUMU,VILA SURUMU,4.1961,-60.7939,2428.0,True,False,station_point_only
3618720,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO URARICOERA,FAZENDA PASSARAO,3.2078,-60.5711,50985.0,True,False,station_point_only
3618721,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO URARICOERA,FAZENDA CAJUPIRANGA,3.4381,-61.0367,37430.0,True,False,station_point_only
3618722,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO URARICOERA,UAICAS,3.5497,-63.1692,16065.0,True,False,station_point_only
3618730,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO MUCAJAI,FE E ESPERANCE,2.8708,-61.4406,13658.0,True,False,station_point_only
3618951,LAT+000.0_+010.0_LON-0070.0_-0060.0,BR,RIO UAUPES,TARAQUA,0.1303,-68.5386,44732.0,True,False,station_point_only
3621400,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO CAQUETA,VILA BITTENCOURT,-1.3947,-69.4283,197136.0,True,False,station_point_only
3624201,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO JUTAI,COLOCACAO CAXIAS,-5.3831,-68.9983,10257.0,True,False,station_point_only
3628400,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO UATUMA,CACHOEIRA MORENA,-2.1089,-59.3353,20394.0,True,False,station_point_only
3628701,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO SUCUNDURI,SANTAREM SUCUNDURI,-6.7956,-59.0422,12700.0,True,False,station_point_only
3630300,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO MAICURU,ARAPARI,-1.7789,-54.3972,17072.0,True,False,station_point_only
3630600,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO URUARA,URUARA,-3.6772,-53.5542,2978.0,True,False,station_point_only
3631500,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO PACAJA,PACAJAS,-3.8369,-50.6297,2682.0,True,False,station_point_only
3632400,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO JAVARI,ESTIRAO DO REPOUSO,-4.3408,-70.9056,62105.0,True,False,station_point_only
3632401,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO JAVARI,PALMEIRAS DO JAVARI,-5.1389,-72.8136,16256.0,True,False,station_point_only
3633100,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO MOA,SERRA DO MOA,-7.4467,-73.6644,1136.63,True,False,station_point_only
3633121,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO YURUA,SANTOS DUMONT,-6.4403,-68.2461,142234.0,True,False,station_point_only
3633122,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO YURUA,EIRUNEPE-MONTANE,-6.6844,-69.8811,77136.0,True,False,station_point_only
3633123,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO YURUA,IPIXUNA,-7.0556,-71.6892,55806.0,True,False,station_point_only
3633160,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO YURUA,CRUZEIRO DO SUL,-7.6331,-72.6617,38537.0,True,False,station_point_only
3633180,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO YURUA,TAUMATURGO,-8.9344,-72.7892,16581.0,True,False,station_point_only
3633190,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO YURUA,FOZ DO BREU,-9.4097,-72.7158,10446.0,True,False,station_point_only
3633300,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO TARAUACA,ENVIRA,-7.4281,-70.0225,48317.0,True,False,station_point_only
3633310,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,"ENVIRA, RIO",FEIJO,-8.1636,-70.3564,16400.0,True,False,station_point_only
3633320,LAT-010.0_+000.0_LON-0080.0_-0070.0,BR,RIO GREGORIO,FAZENDA PARANACRE,-7.9511,-71.4822,2041.0,True,False,station_point_only
3634100,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO ACRE,BRASILEIA,-10.9997,-68.7617,6712.0,True,False,station_point_only
3634110,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO ACRE,ASSIS BRAZIL,-10.9436,-69.5656,4241.0,True,False,station_point_only
3634140,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO ACRE,XAPURI,-10.6514,-68.5061,7579.41,True,False,station_point_only
3634150,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO ACRE,RIO BRANCO,-9.975,-67.8008,22670.0,True,False,station_point_only
3634160,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO ACRE,FLORIANO PEIXOTO,-9.0667,-67.3969,33469.0,True,False,station_point_only
3634200,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO PAUINI,FAZENDA BORANGABA,-7.55,-67.55,23365.0,True,False,station_point_only
3634370,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO PURUS,SERINGAL DA CARIDADE,-9.0439,-68.5772,63166.0,True,False,station_point_only
3634380,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO PURUS,MANOEL URBANO,-8.8842,-69.2681,33693.0,True,False,station_point_only
3634400,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO YACO,SERINGAL SAO JOSE,-9.3744,-68.7239,10471.0,True,False,station_point_only
3634450,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO CAETE,SERINGAL GUARANY,-9.1103,-68.9933,6025.0,True,False,station_point_only
3635101,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO DOS MARMELOS,MALOCA TENHARIM,-7.9578,-62.0425,3550.0,True,False,station_point_only
3635301,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO JAMARI,ARIQUEMES,-9.9256,-63.0714,8110.0,True,False,station_point_only
3635402,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO JI-PARANA,TABAJARA,-8.9322,-62.0556,60300.0,True,False,station_point_only
3635408,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO JI-PARANA,JIPARANA (RONDONIA),-10.8736,-61.9356,32800.0,True,False,station_point_only
3635410,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO JI-PARANA,SITIO BELA VISTA,-11.6525,-61.215,16100.0,True,False,station_point_only
3635430,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO JARU,JARU,-10.4458,-62.4656,3970.0,True,False,station_point_only
3635440,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO APIDIA,PIMENTA BUENO,-11.6836,-61.1922,10100.0,True,False,station_point_only
3635451,LAT-020.0_-010.0_LON-0070.0_-0060.0,BR,RIO COMEMORACAO,FAZENDA FLOR DO CAMPO,-11.7489,-60.8678,4360.0,True,False,station_point_only
3635651,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO ARIPUANA,BOCA DO GUARIBA,-7.7067,-60.5867,70100.0,True,False,station_point_only
3635660,LAT-010.0_+000.0_LON-0070.0_-0060.0,BR,RIO GUARIBE,LEONTINO,-7.7394,-60.5761,16300.0,True,False,station_point_only
3637180,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO TAPAJOS,BARRA DO SAO MANUEL-JUSANTE,-7.3397,-58.1553,333000.0,True,False,station_point_only
3637380,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO JURUENA,FONTANILHAS,-11.3583,-58.3428,55900.0,True,False,station_point_only
3637700,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO AGUA VERDE,LUCAS DO RIO VERDE,-13.0511,-55.8903,5635.0,True,False,station_point_only
3637771,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO SAO MANOEL,JUSANTE FOZ PEIXOTO DE AZEVEDO,-9.6425,-56.0183,81600.0,True,False,station_point_only
3637772,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO SAO MANOEL,INDECO,-10.1125,-55.57,52200.0,True,False,station_point_only
3637774,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO SAO MANOEL,TELES PIRES,-12.6742,-55.7917,13900.0,True,False,station_point_only
3637775,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO SAO MANOEL,PORTO RONCARDO,-13.5564,-55.3317,10800.0,True,False,station_point_only
3637810,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,"BRACO DO SUL, RIO",CACHIMBO,-9.8172,-54.8858,1010.0,True,False,station_point_only
3637900,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DO SANGUE,FAZENDA TOMBADOR,-11.7644,-58.0364,24700.0,True,False,station_point_only
3637910,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARINOS,PORTO DOS GAUCHOS,-11.5364,-57.4228,37100.0,True,False,station_point_only
3638200,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO FRESCO,BOA ESPERANCA,-6.7453,-51.7736,43030.0,True,False,station_point_only
3638210,LAT-010.0_+000.0_LON-0060.0_-0050.0,BR,RIO CURUA,CAJUEIRO,-5.65,-54.5208,35213.0,True,False,station_point_only
3638700,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO RONURO,FAZENDA ITAGUACU,-13.1408,-54.4453,3860.0,True,False,station_point_only
3638900,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CULUENE,PASSAGEM DA BR-309,-14.6111,-53.9986,1317.0,True,False,station_point_only
3649010,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO DAS ALMAS,JARAGUA,-15.71833,-49.32167,1978.0,True,False,station_point_only
3649050,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO URU,URUANA,-15.49611,-49.69083,3650.0,True,False,station_point_only
3649120,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO MOSQUITO,LAVANDEIRA,-12.7936,-46.5122,1224.0,True,False,station_point_only
3649130,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO SAO DOMINGOS,FAZENDA VENEZA,-13.4986,-46.7803,2921.0,True,False,station_point_only
3649150,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO PARANA,NOVA ROMA (FAZ. SUCURI),-13.7625,-46.8375,22834.0,True,False,station_point_only
3649151,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO PARANA,FLORES DE GOIAS,-14.4508,-47.0472,7277.0,True,False,station_point_only
3649160,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO CORRENTE,ALVORADA DO NORTE,-14.4769,-46.4906,4062.0,True,False,station_point_only
3649210,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO SANTA TERESA,COLONHA,-12.3878,-48.7106,8690.0,True,False,station_point_only
3649211,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO SANTA TERESA,JACINTO,-11.9825,-48.6575,13811.0,True,False,station_point_only
3649240,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO MANUEL ALVES DA NATIVIDADE,FAZENDA LOBEIRA,-11.5314,-48.2947,14475.0,True,False,station_point_only
3649241,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO MANUEL ALVES DA NATIVIDADE,PORTO JERONIMO - FAZ. PIRACICABA,-11.7586,-47.8369,9000.0,True,False,station_point_only
3649242,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO MANUEL ALVES DA NATIVIDADE,PORTO ALEGRE,-11.6114,-47.0447,1930.0,True,False,station_point_only
3649310,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MANUEL ALVES GRANDE,GOIATINS,-7.7078,-47.3117,9636.0,True,False,station_point_only
3649311,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MANUEL ALVES PEQUENO,ITACAJA,-8.3917,-47.7653,2776.0,True,False,station_point_only
3649315,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,"VERMELHO, RIO",JACARE,-7.9633,-47.2611,5069.0,True,False,station_point_only
3649320,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO DO SONO,PORTO REAL,-9.3069,-47.9292,44910.0,True,False,station_point_only
3649321,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO DO SONO,NOVO ACORDO,-9.9633,-47.6747,18500.0,True,False,station_point_only
3649322,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO DO SONO,JATOBA (FAZENDA BOA NOVA),-9.9953,-47.4725,13855.0,True,False,station_point_only
3649411,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARAGUAIA,TORIXOREU,-16.2006,-52.5497,19100.0,True,False,station_point_only
3649412,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARAGUAIA,ARAGUAIANA,-15.7381,-51.8281,50930.0,True,False,station_point_only
3649420,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DAS GARCAS,TESOURO,-16.0778,-53.5475,4830.0,True,False,station_point_only
3649421,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARAGUAIA,ARUANA,-14.9019,-51.0819,76964.0,True,False,station_point_only
3649422,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARAGUAIA,BARRA DO GARCAS,-15.8914,-52.2278,36800.0,True,False,station_point_only
3649424,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO ARAGUAIA,BANDEIRANTES,-13.6897,-50.8,92638.0,True,False,station_point_only
3649440,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CLARO,IVOLANDIA,-16.5125,-50.9961,2022.0,True,False,station_point_only
3649449,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CLARO,MONTES CLAROS DE GOIAS,-15.5722,-51.6344,9045.0,True,False,station_point_only
3649450,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CAIAPO,SAO FERREIRA,-16.3025,-51.4692,6471.0,True,False,station_point_only
3649455,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO PIRANHAS,PIRANHAS,-16.4306,-51.8164,1350.0,True,False,station_point_only
3649459,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CAIAPO,PERES,-15.8897,-51.8528,12084.0,True,False,station_point_only
3649460,LAT-020.0_-010.0_LON-0050.0_-0040.0,BR,RIO JAVAES,BARREIRA DA CRUZ,-10.5647,-49.9342,40327.0,True,False,station_point_only
3649510,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO VERMELHO,TRAVESSAO,-15.5189,-50.7047,5370.0,True,False,station_point_only
3649614,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DAS MORTES,TORIQUEJE,-15.2486,-53.0553,17160.0,True,False,station_point_only
3649617,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DAS MORTES,XAVANTINA,-14.6725,-52.355,24950.0,True,False,station_point_only
3649618,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DAS MORTES,TRECHO MEDO,-14.0867,-51.6964,44320.0,True,False,station_point_only
3649619,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO DAS MORTES,SANTO ANTONIO DO LEVERGER,-12.2919,-50.9636,59163.0,True,False,station_point_only
3649640,LAT-020.0_-010.0_LON-0060.0_-0050.0,BR,RIO CRIXAS-ACU,JUSANTE DO RIO PINTADO,-13.5614,-50.4011,18600.0,True,False,station_point_only
3649850,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO LONTRA,PIRAQUE,-6.6717,-48.4697,3488.0,True,False,station_point_only
3649855,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MURICIZAL,MURICILANDIA,-7.1544,-48.6197,1600.0,True,False,station_point_only
3649870,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO PIRANHAS,PONTE RIO PIRANHAS,-9.1839,-49.3775,1686.0,True,False,station_point_only
3649960,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO ITACAIUNAS,FAZENDA ALEGRIA,-5.4867,-49.2214,37600.0,True,False,station_point_only
3650150,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO CAPIM,BADAJOS,-2.51278,-47.76806,38178.0,True,False,station_point_only
3650202,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO GURUPI,ALTO BONITO,-1.8006,-46.3161,31850.0,True,False,station_point_only
3650205,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO GURUPI,FAZENDA RURAL ZEBU,-3.3411,-46.8769,14240.0,True,False,station_point_only
3650221,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO PIRIA,TARARUA-PONTE,-1.7353,-46.5914,1683.0,True,False,station_point_only
3650250,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MARACACUME,MARACACUME,-2.0536,-45.9556,3300.0,True,False,station_point_only
3650270,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO TURIACU,ALTO TURI,-2.9442,-45.6672,4000.0,True,False,station_point_only
3650280,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO PINDARE,VALE DO PINDARE,-4.69583,-46.93333,5600.0,True,False,station_point_only
3650285,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO PINDARE,PINDARE-MIRIM,-3.66111,-45.45833,34030.0,True,False,station_point_only
3650310,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO ZUTIUA,ESPERANTINA,-4.03222,-45.77667,6800.0,True,False,station_point_only
3650321,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO GRAJAU,GRAJAU II,-5.82181,-46.1444,4160.0,True,False,station_point_only
3650335,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MEARIM,BACABAL,-4.21944,-44.76528,27650.0,True,False,station_point_only
3650341,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO CORDA,RIO CORDA II,-5.7361,-45.3236,4800.0,True,False,station_point_only
3650350,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO ITAPECURU,MIRADOR,-6.3692,-44.3561,6800.0,True,False,station_point_only
3650355,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO ITAPECURU,CAXIAS,-4.8653,-43.3583,32700.0,True,False,station_point_only
3650359,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO ITAPECURU,CANTANHEDE,-3.62778,-44.37917,49500.0,True,False,station_point_only
3650360,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO CORRENTES,MENDES,-5.7061,-43.5861,4970.0,True,False,station_point_only
3650370,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO CODOZINHO,FAZENDA SOBRAL,-4.44028,-43.90139,3180.0,True,False,station_point_only
3650380,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MUNIM,MUNIM,-3.58056,-43.69722,4240.0,True,False,station_point_only
3650385,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO MUNIM,NINA RODRIGUES,-3.45944,-43.89889,12450.0,True,False,station_point_only
3650415,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO DAS BALSAS,BALSAS,-7.5344,-46.0358,8800.0,True,False,station_point_only
3650455,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO PIAUI,SAO FRANCISCO DO PIAUI,-7.2331,-42.5444,35000.0,True,False,station_point_only
3650471,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO POTI,FAZENDA BOA ESPERANCA,-5.2231,-41.7375,19300.0,True,False,station_point_only
3650475,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO LONGA,ESPERANTINA,-3.9028,-42.2297,11000.0,True,False,station_point_only
3650477,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO LONGA,TINGUIS,-3.7239,-41.9742,24100.0,True,False,station_point_only
3650511,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO COREAU,GRANJA II,-3.1217,-40.8217,3720.0,True,False,station_point_only
3650530,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO GROAIRAS,GROAIRAS,-3.9092,-40.3797,2700.0,True,False,station_point_only
3650540,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO CURU,SANTO LUIZ DO CURU,-3.68,-39.25,7350.0,True,False,station_point_only
3650610,LAT-010.0_+000.0_LON-0050.0_-0040.0,BR,RIO JAGUARIBE,ARNEIROZ,-6.3244,-40.1617,5960.0,True,False,station_point_only
3650620,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIACHO DOS PORCOS,PODIMIRIM,-7.3,-38.9847,3200.0,True,False,station_point_only
3650630,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO BANABUIU,SENADOR POMPEU,-5.595,-39.3811,5200.0,True,False,station_point_only
3650634,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO BANABUIU,MORADA NOVA II,-5.1219,-38.4464,17900.0,True,False,station_point_only
3650640,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO DOS BASTIOES,SITIO POCO DANTAS,-6.5578,-39.5086,3700.0,True,False,station_point_only
3650645,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO JAGUARIBE,IGUATU,-6.36667,-39.3,21770.0,True,False,station_point_only
3650649,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO JAGUARIBE,PEIXE GORDO,-5.2275,-38.1978,48200.0,True,False,station_point_only
3650720,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO DO CARMO,UPANEMA,-5.6436,-37.2553,1520.0,True,False,station_point_only
3650730,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO PIANCO,PIANCO,-7.2044,-37.9281,4710.0,True,False,station_point_only
3650745,LAT-010.0_+000.0_LON-0040.0_-0030.0,BR,RIO SALGADO,ICO,-6.4067,-38.8672,12000.0,True,False,station_point_only
