response_definition,slice_type,slice_name,control_family,q_level,target_probability,lambda_threshold_discount,support_integrity_status,tiles,rows,high_flow_events,bootstrap_draws_requested,bootstrap_draws_valid,lambda_bootstrap_p05,lambda_bootstrap_p50,lambda_bootstrap_p95,lambda_positive_share,ci_status
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.8,0.1,0.0,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.8,0.15,0.2747933884297521,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.85,0.05,0.0,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.85,0.1,0.1652892561983471,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.85,0.15,0.4855371900826446,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.9,0.05,0.0,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.9,0.1,0.4772727272727273,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.9,0.15,0.6942148760330579,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.925,0.05,0.1115702479338843,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.925,0.1,0.6209090909090909,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.925,0.15,0.4643388429752066,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.95,0.05,0.4297520661157025,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.95,0.1,0.4834297520661156,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.95,0.15,0.2871900826446281,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.975,0.05,0.4855371900826447,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.975,0.1,0.1818181818181818,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,raw_state,0.975,0.15,0.0950413223140496,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.8,0.05,0.0041322314049586,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.8,0.1,0.0041322314049586,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.8,0.15,0.0041322314049586,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.85,0.05,0.0041322314049586,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.85,0.1,0.0041322314049586,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.85,0.15,0.0165289256198347,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.9,0.05,0.0041322314049586,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.9,0.1,0.0041322314049586,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.9,0.15,0.1949586776859503,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.925,0.05,0.0041322314049586,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.925,0.1,0.1336363636363635,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.925,0.15,0.1033057851239669,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.95,0.05,0.0041322314049586,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.95,0.1,0.0874793388429753,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.95,0.15,0.0464049586776857,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.975,0.05,0.1124793388429752,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.975,0.1,0.0660743801652891,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,rain_persistence_matched,0.975,0.15,0.006198347107438,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.8,0.05,0.0090702479338843,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.8,0.1,0.0090702479338843,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.8,0.15,0.0090702479338843,support_ok,24,3960,686,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.85,0.05,0.0090702479338843,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.85,0.1,0.0090702479338843,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.85,0.15,0.0743801652892562,support_ok,24,3960,512,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.9,0.05,0.0090702479338843,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.9,0.1,0.0371900826446281,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.9,0.15,0.1384297520661156,support_ok,24,3960,348,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.925,0.05,0.0090702479338843,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.925,0.1,0.1177685950413223,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.925,0.15,0.0537190082644628,support_ok,24,3960,262,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.95,0.05,0.0475206611570247,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.95,0.1,0.1177685950413223,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.95,0.15,0.0991735537190082,support_ok,24,3960,179,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.975,0.05,0.1053719008264463,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.975,0.1,0.0537190082644628,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|asia,residual_state_matched,0.975,0.15,-0.0041322314049586,support_ok,24,3960,91,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.8,0.05,-0.0809090909090909,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.8,0.1,-0.0809090909090909,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.8,0.15,0.0368181818181818,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.85,0.05,-0.0809090909090909,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.85,0.1,-0.0809090909090909,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.85,0.15,0.2909917355371901,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.9,0.05,-0.0809090909090909,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.9,0.1,0.1732231404958678,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.9,0.15,0.350599173553719,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.925,0.05,-0.0809090909090909,support_ok,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.925,0.1,0.2664669421487603,support_ok,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.925,0.15,0.0268595041322313,support_ok,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.95,0.05,0.0931404958677686,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.95,0.1,-0.0972107438016529,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.95,0.15,-0.0257024793388429,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.975,0.05,0.3036363636363636,support_limited,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.975,0.1,0.0461363636363635,support_limited,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,raw_state,0.975,0.15,0.0772520661157026,support_limited,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.8,0.05,-0.0685123966942148,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.8,0.1,-0.0685123966942148,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.8,0.15,-0.0685123966942148,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.85,0.05,-0.0685123966942148,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.85,0.1,-0.0685123966942148,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.85,0.15,-0.0685123966942148,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.9,0.05,-0.0685123966942148,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.9,0.1,-0.0685123966942148,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.9,0.15,-0.3264462809917355,support_ok,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.925,0.05,-0.0685123966942148,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.925,0.1,-0.3398347107438016,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.925,0.15,-0.5335537190082644,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.95,0.05,-0.2698347107438017,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.95,0.1,-0.6633264462809918,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.95,0.15,,invalid_lambda,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.975,0.05,-0.176590909090909,support_limited,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.975,0.1,,invalid_lambda,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,rain_persistence_matched,0.975,0.15,,invalid_lambda,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.8,0.05,-0.0462190082644628,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.8,0.1,-0.0462190082644628,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.8,0.15,-0.0462190082644628,support_ok,5,825,136,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.85,0.05,-0.0462190082644628,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.85,0.1,-0.0462190082644628,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.85,0.15,-0.2988016528925619,support_ok,5,825,101,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.9,0.05,-0.0462190082644628,support_limited,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.9,0.1,-0.3400826446280992,support_limited,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.9,0.15,-0.517314049586777,support_limited,5,825,73,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.925,0.05,-0.1666735537190082,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.925,0.1,-0.6508884297520662,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.925,0.15,-0.528595041322314,support_limited,5,825,58,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.95,0.05,-0.4697107438016529,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.95,0.1,-0.4407438016528926,support_limited,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.95,0.15,,invalid_lambda,5,825,37,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.975,0.05,-0.3717355371900826,support_limited,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.975,0.1,,invalid_lambda,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|australasia,residual_state_matched,0.975,0.15,,invalid_lambda,5,825,18,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.8,0.05,-0.0016528925619834,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.8,0.1,-0.0016528925619834,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.8,0.15,0.5909090909090908,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.85,0.05,-0.0016528925619834,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.85,0.1,0.4204338842975205,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.85,0.15,0.8495867768595041,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.9,0.05,-0.0016528925619834,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.9,0.1,0.8495867768595041,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.9,0.15,0.8991735537190083,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.925,0.05,0.320702479338843,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.925,0.1,0.8888429752066116,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.925,0.15,0.3819008264462815,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.95,0.05,0.7094214876033057,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.95,0.1,0.1458677685950412,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.95,0.15,0.0247933884297519,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.975,0.05,0.4661157024793388,support_ok,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.975,0.1,,invalid_lambda,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,raw_state,0.975,0.15,,invalid_lambda,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.8,0.05,-0.0040289256198347,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.8,0.1,-0.0040289256198347,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.8,0.15,-0.0040289256198347,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.85,0.05,-0.0040289256198347,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.85,0.1,-0.0040289256198347,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.85,0.15,-0.0040289256198347,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.9,0.05,-0.0040289256198347,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.9,0.1,-0.0040289256198347,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.9,0.15,0.3409090909090909,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.925,0.05,-0.0040289256198347,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.925,0.1,-0.0004132231404958,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.925,0.15,-0.2190082644628098,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.95,0.05,-0.0040289256198347,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.95,0.1,-0.5888429752066114,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.95,0.15,-0.2041322314049588,support_limited,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.975,0.05,0.1942148760330578,support_limited,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.975,0.1,-0.0041322314049587,support_limited,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,rain_persistence_matched,0.975,0.15,0.0148760330578511,support_limited,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.8,0.05,-0.0025619834710743,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.8,0.1,-0.0025619834710743,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.8,0.15,-0.0025619834710743,support_ok,9,1485,242,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.85,0.05,-0.0025619834710743,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.85,0.1,-0.0025619834710743,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.85,0.15,0.0929752066115702,support_ok,9,1485,173,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.9,0.05,-0.0025619834710743,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.9,0.1,0.0466115702479338,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.9,0.15,0.3057851239669421,support_ok,9,1485,110,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.925,0.05,-0.0025619834710743,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.925,0.1,0.4154545454545454,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.925,0.15,0.0756198347107438,support_ok,9,1485,82,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.95,0.05,0.0041322314049586,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.95,0.1,0.0067768595041322,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.95,0.15,-0.0529752066115704,support_ok,9,1485,55,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.975,0.05,0.3267768595041324,support_limited,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.975,0.1,0.050495867768595,support_limited,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|europe_west_asia,residual_state_matched,0.975,0.15,,invalid_lambda,9,1485,25,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|high_latitude_north,raw_state,0.8,0.05,-0.0054338842975206,support_ok,56,9240,1924,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|high_latitude_north,raw_state,0.8,0.1,-0.0054338842975206,support_ok,56,9240,1924,100,0,,,,,ci_not_run_by_scope
mean_daily_mean_dis24,era_region,2010-2024|high_latitude_north,raw_state,0.8,0.15,0.0392561983471074,support_ok,56,9240,1924,100,0,,,,,ci_not_run_by_scope
