region,more,mixed,less,unclassified
asia,0.16666666666666666,0.4583333333333333,0.375,0.0
australasia,0.0,0.4,0.6,0.0
europe_west_asia,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0
high_latitude_north,0.42857142857142855,0.4107142857142857,0.16071428571428573,0.0
north_america,0.2,0.43333333333333335,0.36666666666666664,0.0
south_america,0.0,0.0,1.0,0.0
