gauge_id,source_family,precip_column,state_column,complete_days,analysis_rows,event_count,date_min,date_max,mi_state,delta_i_over_persistence,rho1,acf_mean,entropy_rate_proxy,rho_lag_1,rho_lag_2,rho_lag_3,rho_lag_7,rho_lag_14,rho_lag_30,xi_star_shuffle_joint,xi_star_block_shuffle_joint,xi_star_phase_randomized_components,xi_star_ar1_q_only,transition_active_states,transition_state_count,transition_weight_entropy,transition_max_weight,aridity,seasonality,frac_snow,area
camelscl_10100006,camelscl,total_precipitation_sum,volumetric_soil_water_layer_1_mean,5977,5976,616,2002-04-16,2019-08-31,0.0583690210970815,0.0063297781068505,0.996919496997434,0.9058223931328347,1.000000047098771,0.996919496997434,0.99068959925627,0.982777823457258,0.9411320431122672,0.8545133621247352,0.6689020338490441,2.440431532629853,0.4103794944453045,0.5067762196765213,1.5438343753955763,64,64,5.707784256474138,0.0517142857142857,2.242918611298161,1.678526931444194,0.1388240577326913,1027.961676552456
camelscl_10102001,camelscl,total_precipitation_sum,volumetric_soil_water_layer_1_mean,10962,10961,1102,1986-07-22,2019-09-30,0.114185166460923,0.0247460099821239,0.9627278621929434,0.762467458194961,1.000000010002002,0.9627278621929434,0.9100371216953972,0.8628320759041123,0.7422520052754052,0.6281368509539453,0.4688188331479625,2.1032953133850714,0.5719764991606945,0.8650288539056614,1.8346297462133847,61,64,5.465758811566831,0.0910304547350855,1.062645994462848,1.7240745944095308,0.0,367.5704365650395
camelscl_10111001,camelscl,total_precipitation_sum,volumetric_soil_water_layer_1_mean,11609,11608,1165,1985-03-26,2017-06-30,0.0662144292550908,0.004299988664454,0.9975519410035488,0.9073350074636156,1.0000000124869657,0.9975519410035488,0.9924364738805728,0.9852849906769912,0.942794456475575,0.8495383801449371,0.6764038026000686,2.4900046516560903,0.5503652222465475,0.6468826476911815,1.6337480287535855,62,64,5.489947771799772,0.0741766941101963,0.9278258903306824,1.6819734871352263,0.0,4376.897969769962
camelscl_10121001,camelscl,total_precipitation_sum,volumetric_soil_water_layer_1_mean,11380,11379,1140,1987-02-01,2019-12-31,0.1390466063292305,0.0166230997245935,0.9826902593311432,0.8712862228351167,1.000000001853424,0.9826902593311432,0.9568636635299468,0.9355743893029284,0.8815437430668775,0.8034132907754765,0.6676319910043277,2.2136625135283876,0.6628865048018164,0.8633233143208437,1.896546163283675,56,64,5.270029934150706,0.1022333306458115,0.8660579892998526,1.7012750118874744,0.0,625.2873619983401
hysets_01010070,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,12876,12875,1288,1983-10-01,2018-12-31,0.160085340333202,0.0399515609193789,0.9648724505040996,0.7166912727875072,1.0000000014480588,0.9648724505040996,0.903922382131586,0.849438695516332,0.7143511367138317,0.5672783820183082,0.3002845898408863,1.9984927617308508,0.5374423566454398,0.7693375623689419,1.4779158923131348,60,64,5.582663647066816,0.0591409453917548,3.611976439230303,0.8730661831848162,0.3560986633005856,475.0072794258802
hysets_01010100,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,938,937,94,1976-10-01,1980-10-08,0.1583960405987494,0.0501121118711518,0.9595474069528536,0.7060171777900403,1.000001361781872,0.9595474069528536,0.8944105798657765,0.8395265015503183,0.7029128453616961,0.5754503116237031,0.2642554213858939,1.1374550126246152,0.6998026045178761,0.8188832575732289,1.0180526672606376,64,64,5.903959231648438,0.0331463539010708,3.594674748090537,0.9026746516429338,0.351079756627722,404.2958721528647
hysets_01017290,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,3866,3865,389,2008-06-01,2018-12-31,0.1484267630967763,0.0451100202761448,0.9595144872337,0.6937933773422008,1.000000080373005,0.9595144872337,0.8960793767805421,0.8416687181021432,0.685999599888995,0.5151537249378663,0.2643443571099574,1.7489394825879894,0.697137087839908,0.828631678610746,1.4374679410999471,64,64,5.70148719322645,0.0529760687257107,3.743106721555182,0.8015282866135761,0.3811987177616859,598.5994502802909
hysets_01018035,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,4932,4931,494,2005-07-01,2018-12-31,0.1552782329331271,0.0459878248307331,0.967373470770994,0.7326191032227509,1.000000009844919,0.967373470770994,0.9141431327308548,0.865208596332241,0.7354694988531673,0.5816802715472034,0.3318396491020454,1.8545238965842883,0.6234466273212839,0.8153578612532525,1.479368637931375,64,64,5.677597403563931,0.052896725440806,3.626837396001771,0.7594101308116614,0.3096843055917252,670.4063631514284
hysets_01021230,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,863,862,87,2004-05-20,2006-09-29,0.1574421344774755,0.0584276598683743,0.979348716840122,0.764850538401128,0.999998375977162,0.979348716840122,0.9402697447184372,0.9000001047100563,0.7712090630173527,0.5989033907660049,0.3993722103547952,1.137458307588047,0.6615707495077573,0.7496433234479868,1.0743315097370063,64,64,5.899798548575181,0.0381760339342523,4.37250697866148,0.4282368849814808,0.3409271113835496,85.65801847826931
hysets_01022260,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,6991,6990,701,1981-01-01,2009-03-31,0.0986405697592974,0.0208279821588257,0.9763125312827609,0.7744866382505783,0.99999997538285,0.9763125312827609,0.9315050825244328,0.8865365453086544,0.766527370765251,0.6325538274136813,0.4534844722086902,2.073241166808643,0.5637526278737065,0.6748684817462683,1.4023540164926247,64,64,5.726457568900529,0.0489143998003493,4.5509629026998,0.4408126291098142,0.3371274670332904,161.88181061130035
hysets_01024200,hysets,total_precipitation_sum,volumetric_soil_water_layer_1_mean,6623,6622,680,1964-08-28,1982-10-15,0.1327984441098398,0.0306249236989691,0.9487788192703742,0.7399300933939773,0.999999972570062,0.9487788192703742,0.8825075801417332,0.8336750370521658,0.7337454799430677,0.6088833766154816,0.4319902673410414,1.9181361362381644,0.5847476422983551,1.0534535743240545,1.7239321101519254,64,64,5.662654011911203,0.0597698142819775,4.201973665651095,0.5334443752055608,0.3329879385170745,25.02877363939617
lamah_10026301,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13515,13514,1353,1981-01-01,2018-01-01,0.0996262066616553,0.0314384438010438,0.9446263900204306,0.6750269941736516,1.000000003947477,0.9446263900204306,0.8689903313597035,0.8076898780618558,0.6378166677668942,0.4760073408159462,0.3150313570170792,2.04877485228303,0.606441221291248,0.7732392610926325,1.4758591868135966,64,64,5.670972216784445,0.0680286146650158,1.1246621171202054,1.0649200583907446,0.2059055339048729,7552.368215689618
lamah_10035801,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13515,13514,1363,1981-01-01,2018-01-01,0.1090925648901767,0.0347724307116718,0.9403824402285116,0.6929687601758556,1.000000003947477,0.9403824402285116,0.8662632946634234,0.8090675576759911,0.6579192754795412,0.5184556539642954,0.3657243390433716,1.990726938025105,0.6009059509151129,0.7423741226963928,1.4507219371285112,64,64,5.661823975986734,0.0700921722382721,1.158420494953827,1.0640245012690124,0.1324673540532399,11267.718346337932
lamah_10039802,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13515,13514,1353,1981-01-01,2018-01-01,0.112023175125615,0.035402958333686,0.9466792988815288,0.693333439270062,1.000000003947477,0.9466792988815288,0.8722438085845272,0.8129561110386582,0.6547367079038654,0.5097763509996706,0.363608358212121,2.051962378862427,0.6089029879319264,0.750412499665502,1.50238679625038,64,64,5.656221699754431,0.067891044160132,1.230482601962718,1.0881540352488854,0.1344848067306923,14980.750354518772
lamah_10046105,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13515,13514,1353,1981-01-01,2018-01-01,0.1076541757481338,0.0388688972711838,0.9560276945168702,0.7003224023727309,1.000000003947477,0.9560276945168702,0.8877747441441597,0.8290829267706907,0.6628297508486053,0.5098123165610957,0.3564069813949639,2.104747986731326,0.6065921395994862,0.7412674276887663,1.4586524336945308,64,64,5.687204367147876,0.0661714128490851,1.225503883432826,1.088479225402491,0.2062505833285181,20101.53124801481
lamah_10053009,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13511,13510,1362,1981-01-01,2018-01-01,0.1078852707217079,0.0430959321588112,0.9582999271460136,0.7014255662044225,0.9999999934115162,0.9582999271460136,0.8905603521944774,0.8313619816494253,0.6640559183556629,0.5085728409292387,0.3557023769517177,2.132969820358978,0.5851561581803482,0.707665242131057,1.433478229036482,64,64,5.710416891513173,0.0628870235310306,1.266767907849649,1.0965161397816046,0.2069064890413372,22927.983559845165
lamah_10062000,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13324,13323,1346,1981-01-01,2018-01-01,0.1119601730949588,0.0381540266845908,0.9467265647477338,0.7139557343521928,1.0000000013523889,0.9467265647477338,0.8802726745494023,0.8284839326808585,0.68512823596167,0.5420870237721452,0.401035974401347,2.0770664682923856,0.583790659993457,0.6747108373141586,1.4775837817669475,64,64,5.687516651397809,0.0630096884366069,1.3703689069518037,1.1659243819187954,0.1375201132715307,35218.72646688698
lamah_10078000,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13514,13513,1353,1981-01-01,2018-01-01,0.1056657531809061,0.0360110742958718,0.965398251072274,0.7241306332695703,1.0000000065814658,0.965398251072274,0.9047587899447606,0.8490588385955986,0.6905938914898146,0.5440816080853131,0.3908924204296611,2.1903701769600836,0.564409834888191,0.6608075000171021,1.4597446622128285,64,64,5.7074535596122455,0.0588154364724496,1.3773055080067336,1.1729932657862574,0.1379637357401015,37504.20227834277
lamah_10088003,lamah,total_precipitation_sum,volumetric_soil_water_layer_1_mean,13504,13503,1378,1981-01-01,2018-01-01,0.0964735873449466,0.0337674096869892,0.9691207770287308,0.7210350531902611,0.9999999907673764,0.9691207770287308,0.9104326420887756,0.8538210767814224,0.690763209953036,0.5345731607751125,0.3674994525144882,2.2133305936579513,0.5539529361193033,0.6434961721960877,1.4264861887937046,64,64,5.727071247152972,0.0569284780064707,1.3835318878148606,1.1653995011753309,0.2098395826779794,47398.46251812284
