null_family,n_draws,xi_star_mean,xi_star_median,xi_star_sd
ar1_q_only,234,1.6012570269560487,1.5102054511980427,0.3113277677126483
block_shuffle_joint,234,0.5566878551510422,0.5652585223340061,0.08306871063909532
phase_randomized_components,234,0.7668147277641614,0.7689936439701044,0.1732583308798948
shuffle_joint,234,2.173558527182733,2.1147453794382436,0.40257966788249216
